name	context	language		grammar pattern	split	Count	Notes	final_axial_code	Christian Axial Code	Eman Axial Code	Syreen Axial Code
lines_in_hunk	DECLARATION	C	https://github.com/ropensci/git2r/blob/9c42d41c14cf83735db37ae662e2bce42c500aaa/src/libgit2/src/libgit2/blame.c	NPL P N	lines in hunk	8	This variable represents the number of lines contained in a single blame hunk. The use of per gives us an amount of data (lines) that we will find in each hunk	Unit-Based Decomposition / Measurement	Unit-Based Decomposition / Measurement	Unit-Based Decomposition / Measurement	Unit-Based Decomposition / Measurement
lines_per_option	DECLARATION	C	https://github.com/weechat/weechat/blob/13241cdca5b39415d2a0f9e1b55a79153d14ba07/src/plugins/fset/fset-buffer.c	NPL P N	lines per option	8	This variable represents the number of screen lines that a single configuration option occupies on a display. So this is the number of vertical rows (lines) needed to display an option	Unit-Based Decomposition / Measurement	Unit-Based Decomposition / Measurement	Unit-Based Decomposition / Measurement	Unit-Based Decomposition / Measurement
asSortedEntryList	FUNCTION	Java	https://github.com/HubSpot/Singularity/blob/15688f486fc9286878eff40b51789c88bd6899d5/SingularityBase/src/main/java/com/hubspot/mesos/CounterMap.java	P NM NM N	as Sorted Entry List	7	This variable is a function that sorts a list of entries and returns them. It essentially sorts the map attribute of the calling object. The use of 'as' indicates a view of the data (i.e., as sorted instead of unsorted).	Type Casting / Interpretation	Type Casting / Interpretation	Type Casting / Interpretation	Type Casting / Interpretation
asTransformGeneratorTransform	FUNCTION	Java	https://github.com/immutables/immutables/blob/28ba97e9f3075902e279c1cde3e16be01e365afb/generator-processor/src/org/immutables/generator/processor/TypeResolver.java	P NM NM N	as Transform Generator Transform	7	This variable is part of a deferred transformation process. Type inference is performed first, and only after variable declarations are fully resolved, expressions like transform are interpreted. This variable tells us to take a raw expression and interpret it in the role of the transform expression in a transformGenerator construct. The use of 'as' indicates a view or reinterpretation of the data.	Type Casting / Interpretation	Type Casting / Interpretation	Type Casting / Interpretation	Type Casting / Interpretation
on_multipart_header_field	ATTRIBUTE	C	https://github.com/liuliu/ccv/blob/3eb1664f88e04515bf6861663c4f96d6279a47f5/serve/ebb_request_parser.h	P NM NM N	on multipart header field	7	This variable represents a call back that triggers when it received a multipart header field. The use of 'on' indicates the event-driven nature, where there's typically some trigger related to the text after 'on' in the identifier name.	Event Callback / Trigger	Event Callback / Trigger	Event Callback / Trigger	Event Callback / Trigger
onPingReplyLatency	FUNCTION	C++	https://github.com/facebook/proxygen/blob/5370e58851d6b363f1edbc542a0daa369ebbf303/proxygen/lib/http/session/HTTPSession.cpp	P NM NM N	on Ping Reply Latency	7	This variable is a function that gets called when the system measures the latency of a ping response. The use of 'on' indicates that this follows event-driven behavior where there's some trigger that causes the call back function to run.	Event Callback / Trigger	Event Callback / Trigger	Event Callback / Trigger	Event Callback / Trigger
onQueryCurrentThread	FUNCTION	C++	https://github.com/fakeNetflix/facebook-repo-ds2/blob/eaf83c59b8fff11cc4c218da7b78a983754727ec/Sources/GDBRemote/DebugSessionImpl.cpp	P NM NM N	on Query Current Thread	7	This variable is a function that is run when a QueryCurrentThread request happens. The use of 'on' indicates that this is an even-driven call back that happens when a certain trigger (typically related to the text after on) is tripped.	Event Callback / Trigger	Event Callback / Trigger	Event Callback / Trigger	Event Callback / Trigger
onTransportReadyCommon	FUNCTION	C++	https://github.com/facebook/proxygen/blob/5370e58851d6b363f1edbc542a0daa369ebbf303/proxygen/lib/http/session/HQSession.cpp	P NM NM N	on Transport Ready Common	7	This variable is a function that is called when the QUIC transport becomes read. It initializes connection info and sets up protocol features. The use of 'on' indicates that it is an event-driven function that has a trigger when some condition or event is met.	Event Callback / Trigger	Event Callback / Trigger	Event Callback / Trigger	Event Callback / Trigger
toHashFieldExp	DECLARATION	Java	https://github.com/apache/drill/blob/f558815feb6560ebbc3d1fcf502acee8fea1e555/exec/java-exec/src/main/java/org/apache/drill/exec/physical/impl/filter/RuntimeFilterRecordBatch.java	P NM NM N	to Hash Field Exp	7	This variable names a ValueVectorReDExpression that targets a field which will be hashed. So it's an expression used to compute a hash for a given field. The use of 'to' captures the transformation or conversion aspect of this variable, which produces a hash expression from a field.	Data Movement / Transfer	Data Movement / Transfer	Type Casting / Interpretation	Data Movement / Transfer
addMenuForListNodes	FUNCTION	Java	https://github.com/igniterealtime/Spark/blob/ca028f3a818b94c00f2f600933109087d84fb0b9/core/src/main/java/org/jivesoftware/sparkimpl/plugin/privacy/ui/PrivacyListTree.java	V N P N	add Menu For List Nodes	1	This variable is a function that dynamically populates a context menu with actions that can be performed on a selected node. The 'for' indiciates that this menu is specifically for privacy list nodes. In summary, it adds context menu items relevant to privacy list nodes.	Purpose / Role Annotation	Purpose / Role Annotation	Purpose / Role Annotation	Purpose / Role Annotation
