name	context	language	url	split	grammar pattern	Count	notes	split_words	final_axial_code_role	final_axial_code_meaning	Review Status	Christian Axial Code Role	Christian Axial Code Meaning	Syreen Axial Code Role	Syreen Axial Code Meaning	Anthony Axial Code Role	Anthony Axial Code Meaning
GenerateProlog1	FUNCTION	C++	https://github.com/fakeNetflix/facebook-repo-ds2/blob/eaf83c59b8fff11cc4c218da7b78a983754727ec/Tools/RegsGen2/main.cpp	Generate Prolog 1	V N D	8	the digit in this variable is a distinguisher, to distinguish it from other variables with similar names.	['Generate', 'Prolog', '1']	Distinguisher	Human-Named Convention	Agree	Distinguisher	Human-Named Convention	Distinguisher	Human-Named Convention	Distinguisher	Human-Named Convention
get_a1	FUNCTION	C++	https://github.com/panda3d/panda3d/blob/07f9f9d89722a82234e0d111e61b7ff98e88e2db/panda/src/downloader/httpDigestAuthorization.cxx	get a 1	V N D	8	The digit in this variable is a reference to a standard in RFC 2617. This function returns the A1 value as per the RFC 2617 standard. This is a domain number	['get', 'a', '1']	Distinguisher	Technology Term / Standard	Agree	Distinguisher	Technology Term / Standard	Distinguisher	Technology Term / Standard	Distinguisher	Technology Term / Standard
getPart2	FUNCTION	Java	https://github.com/apache/drill/blob/f558815feb6560ebbc3d1fcf502acee8fea1e555/protocol/src/main/java/org/apache/drill/exec/proto/UserBitShared.java	get Part 2	V N D	8	the digit in this variable is a distinguisher, to distinguish it from other variables with similar names.	['get', 'Part', '2']	Distinguisher	Human-Named Convention	Agree	Distinguisher	Human-Named Convention	Distinguisher	Human-Named Convention	Distinguisher	Human-Named Convention
handle_send_2	FUNCTION	C	https://github.com/irungentoo/toxcore/blob/bf69b54f64003d160d759068f4816b2d9b2e1e21/toxcore/onion.c	handle send 2	V N D	8	the digit in this variable is a distinguisher, to distinguish it from other variables with similar names.	['handle', 'send', '2']	Distinguisher	Human-Named Convention	Agree	Distinguisher	Human-Named Convention	Distinguisher	Human-Named Convention	Distinguisher	Human-Named Convention
isdir2	PARAMETER	C	https://github.com/ropensci/git2r/blob/9c42d41c14cf83735db37ae662e2bce42c500aaa/src/libgit2/src/util/fs_path.c	is dir 2	V N D	8	the digit in this variable is a distinguisher, to distinguish it from other variables with similar names.	['is', 'dir', '2']	Distinguisher	Human-Named Convention	Agree	Distinguisher	Human-Named Convention	Distinguisher	Human-Named Convention	Distinguisher	Human-Named Convention
playingCh2	ATTRIBUTE	C	https://github.com/mgba-emu/mgba/blob/c8cfaefcc880e668b0db8ba5f8b49978f0d108fd/include/mgba/internal/gb/audio.h	playing Ch 2	V N D	8	The digit in this identifier is a reference to channel. It is primarily used to distinguish it from the other channels, so it's a distinguisher.	['playing', 'Ch', '2']	Distinguisher	Human-Named Convention	Agree	Distinguisher	Human-Named Convention	Distinguisher	Human-Named Convention	Distinguisher	Human-Named Convention
setPart1	FUNCTION	Java	https://github.com/apache/drill/blob/f558815feb6560ebbc3d1fcf502acee8fea1e555/protocol/src/main/java/org/apache/drill/exec/proto/UserBitShared.java	set Part 1	V N D	8	The digit in this variable is a specification within this system, referencing part of the bitField0 variable. Part1 is a specific segment within the bitField0 bit field.	['set', 'Part', '1']	Distinguisher	Locally Specific Concept	Agree	Distinguisher	Locally Specific Concept	Distinguisher	Locally Specific Concept	Distinguisher	Locally Specific Concept
get_start_r1	FUNCTION	C++	https://github.com/meta-toolkit/meta/blob/c7019401185cdfa15e1193aad821894c35a83e3f/src/analyzers/filters/porter2_stemmer.cpp	get start r 1	V NM N D	3	The number in this identifier is actually a reference to the R1 (region 1) part of a stemming algorithm. It's the region after the firs tnon-vowel following a vowel. So this is a domain term.	['get', 'start', 'r', '1']	Distinguisher	Technology Term / Standard	Agree	Distinguisher	Technology Term / Standard	Distinguisher	Technology Term / Standard	Distinguisher	Technology Term / Standard
is_valid_position2	DECLARATION	C++	https://github.com/freeminer/freeminer/blob/86caf1cfbdf3d06f53981adaedc6f1eba7448486/src/client/localplayer.cpp	is valid position 2	V NM N D	3	the digit in this variable is a distinguisher, to distinguish it from other variables with similar names.	['is', 'valid', 'position', '2']	Distinguisher	Human-Named Convention	Agree	Distinguisher	Human-Named Convention	Distinguisher	Human-Named Convention	Distinguisher	Human-Named Convention
SET_GROUP_NAME_1	ATTRIBUTE	Java	https://github.com/igniterealtime/Openfire/blob/25ed0d66f9c56f423f9408920ce7d8734dcaf84d/xmppserver/src/main/java/org/jivesoftware/openfire/group/DefaultGroupProvider.java	SET GROUP NAME 1	V NM N D	3	the digit in this variable is a distinguisher, to distinguish it from other variables with similar names.	['SET', 'GROUP', 'NAME', '1']	Distinguisher	Human-Named Convention	Agree	Distinguisher	Human-Named Convention	Distinguisher	Human-Named Convention	Distinguisher	Human-Named Convention
